FG%,3P%,FT%,FTA,TRB,AST,TOV,STL,BLK,Opponent,Point_Differential,Home,Win,Team,Opponent_Win_Rate
0.404,0.279,0.885,26.0,42.0,22.0,12.0,9.0,5.0,CLE,-26,1,0,PHI,0.6341463414634146
0.473,0.375,0.895,19.0,37.0,28.0,11.0,11.0,8.0,CLE,-2,1,0,PHI,0.6341463414634146
0.477,0.294,0.667,36.0,40.0,22.0,9.0,18.0,5.0,IND,9,1,1,PHI,0.23170731707317074
0.419,0.324,0.778,27.0,49.0,20.0,19.0,12.0,6.0,PHO,-6,1,0,PHI,0.5476190476190477
0.551,0.344,0.864,22.0,46.0,41.0,15.0,13.0,4.0,HOU,6,1,1,PHI,0.6341463414634146
0.506,0.31,0.759,29.0,37.0,24.0,14.0,7.0,4.0,NYK,-3,1,0,PHI,0.6463414634146342
0.393,0.3,0.737,19.0,33.0,20.0,17.0,14.0,3.0,CHO,-37,0,0,PHI,0.5357142857142857
0.525,0.524,0.733,15.0,46.0,35.0,7.0,7.0,5.0,MIL,17,1,1,PHI,0.3902439024390244
0.542,0.32,0.871,31.0,24.0,25.0,9.0,8.0,3.0,SAC,2,1,1,PHI,0.2682926829268293
0.479,0.472,0.739,23.0,52.0,28.0,10.0,5.0,4.0,NOP,10,1,1,PHI,0.3170731707317073
0.479,0.436,0.955,22.0,41.0,31.0,6.0,8.0,3.0,LAC,15,0,1,PHI,0.5060240963855421
0.452,0.342,0.762,21.0,56.0,23.0,13.0,9.0,3.0,GSW,19,0,1,PHI,0.4523809523809524
0.536,0.208,0.87,23.0,28.0,29.0,15.0,15.0,3.0,LAL,-4,0,0,PHI,0.6463414634146342
0.473,0.379,0.824,34.0,50.0,18.0,18.0,5.0,4.0,PHO,6,0,1,PHI,0.5476190476190477
0.469,0.367,0.861,36.0,33.0,23.0,14.0,12.0,8.0,POR,-17,0,0,PHI,0.5180722891566265
0.375,0.188,0.81,21.0,38.0,16.0,18.0,9.0,6.0,NYK,-49,1,0,PHI,0.6463414634146342
0.384,0.333,0.811,37.0,46.0,17.0,16.0,9.0,13.0,ATL,-10,1,0,PHI,0.5609756097560976
0.383,0.261,0.818,33.0,47.0,19.0,11.0,10.0,5.0,NOP,-15,0,0,PHI,0.3170731707317073
0.515,0.568,0.667,21.0,39.0,31.0,11.0,14.0,1.0,MIN,27,0,1,PHI,0.5975609756097561
0.576,0.276,0.84,25.0,44.0,29.0,13.0,14.0,5.0,IND,21,0,1,PHI,0.23170731707317074
0.479,0.395,0.944,18.0,49.0,26.0,14.0,11.0,3.0,MIA,7,1,1,PHI,0.5180722891566265
0.398,0.387,0.727,22.0,37.0,21.0,6.0,10.0,4.0,BOS,-16,0,0,PHI,0.6829268292682927
0.347,0.238,0.789,19.0,40.0,20.0,14.0,8.0,5.0,SAS,-40,1,0,PHI,0.7560975609756098
0.455,0.257,0.81,21.0,43.0,24.0,15.0,6.0,7.0,UTA,4,1,1,PHI,0.2682926829268293
0.547,0.385,0.667,18.0,36.0,27.0,21.0,10.0,4.0,ATL,-9,0,0,PHI,0.5609756097560976
0.459,0.289,0.667,18.0,42.0,20.0,17.0,7.0,4.0,CLE,-14,0,0,PHI,0.6341463414634146
0.523,0.355,0.826,46.0,40.0,27.0,11.0,13.0,5.0,MEM,10,1,1,PHI,0.3048780487804878
0.467,0.229,0.708,24.0,35.0,20.0,16.0,10.0,8.0,DET,-22,0,0,PHI,0.7317073170731707
0.463,0.12,0.806,31.0,47.0,22.0,14.0,12.0,10.0,BRK,7,1,1,PHI,0.24390243902439024
0.454,0.28,0.933,15.0,51.0,17.0,14.0,13.0,4.0,POR,6,1,1,PHI,0.5180722891566265
0.394,0.22,0.867,15.0,42.0,30.0,13.0,6.0,10.0,DEN,-28,0,0,PHI,0.6585365853658537
0.5,0.472,0.833,24.0,49.0,32.0,9.0,8.0,7.0,SAC,21,0,1,PHI,0.2682926829268293
0.5,0.222,0.875,32.0,56.0,27.0,16.0,4.0,8.0,UTA,10,0,1,PHI,0.2682926829268293
0.436,0.37,0.444,9.0,44.0,29.0,18.0,10.0,3.0,OKC,-20,1,0,PHI,0.7804878048780488
0.553,0.468,0.75,28.0,45.0,34.0,8.0,9.0,10.0,CHI,20,1,1,PHI,0.3780487804878049
0.488,0.471,0.759,29.0,41.0,19.0,9.0,7.0,5.0,CHO,4,0,1,PHI,0.5357142857142857
0.417,0.316,0.895,19.0,42.0,26.0,10.0,3.0,5.0,MIA,-10,0,0,PHI,0.5180722891566265
0.616,0.486,0.875,16.0,41.0,37.0,11.0,9.0,2.0,WAS,22,0,1,PHI,0.2073170731707317
0.5,0.346,0.857,28.0,53.0,27.0,16.0,7.0,12.0,MIN,12,1,1,PHI,0.5975609756097561
0.443,0.276,0.789,19.0,33.0,17.0,15.0,8.0,2.0,DET,-23,1,0,PHI,0.7317073170731707
0.386,0.323,0.828,29.0,48.0,17.0,12.0,7.0,5.0,SAS,-13,0,0,PHI,0.7560975609756098
0.447,0.344,0.652,23.0,47.0,21.0,16.0,10.0,6.0,HOU,-11,0,0,PHI,0.6341463414634146
0.404,0.172,0.842,19.0,58.0,17.0,8.0,13.0,2.0,IND,11,0,1,PHI,0.23170731707317074
0.516,0.39,0.762,21.0,45.0,28.0,14.0,13.0,2.0,MIL,20,1,1,PHI,0.3902439024390244
0.447,0.343,0.84,25.0,40.0,17.0,12.0,8.0,9.0,ORL,12,1,1,PHI,0.5476190476190477
0.474,0.294,0.714,28.0,51.0,23.0,16.0,7.0,7.0,SAC,4,1,1,PHO,0.2682926829268293
0.411,0.34,0.8,15.0,37.0,23.0,18.0,12.0,4.0,LAC,-27,0,0,PHO,0.5060240963855421
0.432,0.34,0.818,22.0,38.0,24.0,20.0,7.0,4.0,DEN,-22,0,0,PHO,0.6585365853658537
0.425,0.364,0.774,31.0,48.0,37.0,14.0,13.0,8.0,UTA,-4,0,0,PHO,0.2682926829268293
0.477,0.4,0.882,17.0,40.0,25.0,21.0,11.0,4.0,MEM,-1,1,0,PHO,0.3048780487804878
0.473,0.354,0.833,18.0,44.0,30.0,12.0,10.0,6.0,UTA,22,1,1,PHO,0.2682926829268293
0.582,0.576,0.864,22.0,39.0,34.0,20.0,8.0,4.0,SAS,12,1,1,PHO,0.7560975609756098
0.44,0.364,0.938,16.0,46.0,25.0,17.0,10.0,5.0,GSW,-11,0,0,PHO,0.4523809523809524
0.446,0.388,0.737,19.0,44.0,27.0,16.0,13.0,2.0,LAC,13,1,1,PHO,0.5060240963855421
0.482,0.421,0.857,21.0,42.0,30.0,14.0,9.0,2.0,LAC,11,0,1,PHO,0.5060240963855421
0.5,0.442,0.774,31.0,43.0,29.0,18.0,12.0,7.0,NOP,23,1,1,PHO,0.3170731707317073
0.463,0.4,0.808,26.0,46.0,31.0,12.0,13.0,3.0,DAL,9,0,1,PHO,0.3170731707317073
0.576,0.371,0.815,27.0,43.0,19.0,11.0,6.0,6.0,IND,35,1,1,PHO,0.23170731707317074
0.485,0.333,0.947,19.0,47.0,23.0,17.0,9.0,3.0,ATL,-2,1,0,PHO,0.5609756097560976
0.48,0.35,0.864,22.0,46.0,24.0,18.0,19.0,4.0,POR,17,0,1,PHO,0.5180722891566265
0.481,0.452,0.759,29.0,45.0,25.0,28.0,13.0,2.0,MIN,1,1,1,PHO,0.5975609756097561
0.443,0.368,0.688,16.0,43.0,27.0,6.0,10.0,6.0,SAS,9,1,1,PHO,0.7560975609756098
0.413,0.351,0.684,19.0,39.0,11.0,21.0,9.0,4.0,HOU,-22,1,0,PHO,0.6341463414634146
0.462,0.333,0.7,20.0,47.0,25.0,17.0,14.0,5.0,SAC,12,0,1,PHO,0.2682926829268293
0.457,0.341,0.833,24.0,51.0,20.0,20.0,7.0,4.0,OKC,-4,0,0,PHO,0.7804878048780488
0.443,0.333,0.769,26.0,32.0,23.0,7.0,11.0,2.0,DEN,-18,1,0,PHO,0.6585365853658537
0.565,0.436,0.5,8.0,33.0,35.0,11.0,16.0,1.0,LAL,17,0,1,PHO,0.6463414634146342
0.39,0.139,0.789,19.0,34.0,14.0,13.0,12.0,2.0,HOU,-19,0,0,PHO,0.6341463414634146
0.456,0.364,0.7,20.0,43.0,26.0,9.0,8.0,2.0,MIN,3,0,1,PHO,0.5975609756097561
0.393,0.323,0.813,16.0,37.0,24.0,21.0,12.0,2.0,OKC,-49,0,0,PHO,0.7804878048780488
0.488,0.351,0.84,25.0,37.0,29.0,20.0,11.0,5.0,LAL,-2,1,0,PHO,0.6463414634146342
0.409,0.286,0.773,22.0,49.0,19.0,15.0,16.0,6.0,GSW,1,1,1,PHO,0.4523809523809524
0.477,0.343,0.833,24.0,34.0,23.0,14.0,12.0,6.0,GSW,-3,0,0,PHO,0.4523809523809524
0.588,0.412,0.9,20.0,38.0,35.0,14.0,10.0,6.0,LAL,24,1,1,PHO,0.6463414634146342
0.484,0.2,0.76,25.0,52.0,26.0,18.0,9.0,4.0,NOP,7,0,1,PHO,0.3170731707317073
0.459,0.455,0.684,19.0,55.0,26.0,17.0,7.0,3.0,NOP,9,0,1,PHO,0.3170731707317073
0.406,0.425,0.889,18.0,51.0,25.0,10.0,8.0,3.0,WAS,14,0,1,PHO,0.2073170731707317
0.4,0.417,0.875,16.0,52.0,23.0,14.0,8.0,5.0,CLE,-16,0,0,PHO,0.6341463414634146
0.563,0.258,0.821,28.0,42.0,23.0,12.0,16.0,9.0,SAC,27,1,1,PHO,0.2682926829268293
0.443,0.395,0.724,29.0,49.0,21.0,16.0,2.0,1.0,OKC,3,1,1,PHO,0.7804878048780488
0.42,0.341,0.75,12.0,40.0,23.0,13.0,11.0,0.0,HOU,-3,0,0,PHO,0.6341463414634146
0.464,0.393,0.625,8.0,51.0,31.0,18.0,11.0,5.0,MEM,19,0,1,PHO,0.3048780487804878
0.447,0.381,0.87,23.0,37.0,23.0,10.0,4.0,4.0,NYK,5,1,1,PHO,0.6463414634146342
0.421,0.327,0.789,19.0,51.0,32.0,16.0,11.0,7.0,WAS,19,1,1,PHO,0.2073170731707317
0.431,0.292,0.95,20.0,48.0,22.0,13.0,10.0,1.0,MIA,-6,0,0,PHO,0.5180722891566265
0.414,0.37,0.64,25.0,41.0,21.0,14.0,14.0,9.0,DET,-3,0,0,PHO,0.7317073170731707
0.415,0.357,0.852,27.0,37.0,22.0,12.0,9.0,2.0,NYK,7,0,1,PHO,0.6463414634146342
0.571,0.513,0.783,23.0,35.0,29.0,13.0,4.0,4.0,BRK,9,0,1,PHO,0.24390243902439024
0.435,0.41,1.0,20.0,42.0,25.0,22.0,5.0,2.0,PHI,6,0,1,PHO,0.5542168674698795
0.442,0.324,0.889,9.0,42.0,24.0,13.0,15.0,3.0,ATL,-7,0,0,PHO,0.5609756097560976
0.37,0.2,0.808,26.0,56.0,14.0,11.0,6.0,7.0,MIA,-9,1,0,PHO,0.5180722891566265
0.558,0.25,0.75,20.0,32.0,22.0,15.0,12.0,5.0,BRK,4,1,1,PHO,0.24390243902439024
0.468,0.381,0.828,29.0,47.0,22.0,17.0,8.0,3.0,DET,18,1,1,PHO,0.7317073170731707
0.529,0.479,0.722,18.0,43.0,31.0,22.0,15.0,5.0,CLE,13,1,1,PHO,0.6341463414634146
0.333,0.413,0.667,18.0,35.0,21.0,5.0,7.0,4.0,LAC,-24,1,0,PHO,0.5060240963855421
0.515,0.488,0.667,15.0,45.0,26.0,11.0,13.0,2.0,POR,5,0,1,PHO,0.5180722891566265
0.463,0.372,0.833,6.0,37.0,22.0,12.0,10.0,1.0,GSW,-4,1,0,PHO,0.4523809523809524
0.398,0.239,0.839,31.0,40.0,22.0,14.0,8.0,0.0,PHI,-6,1,0,PHO,0.5542168674698795
0.48,0.32,0.667,9.0,49.0,32.0,14.0,8.0,3.0,DAL,9,1,1,PHO,0.3170731707317073
0.467,0.357,0.615,13.0,43.0,26.0,12.0,4.0,5.0,OKC,-27,1,0,PHO,0.7804878048780488
0.371,0.286,0.667,6.0,46.0,22.0,13.0,7.0,5.0,SAS,-27,0,0,PHO,0.7560975609756098
0.342,0.291,0.708,24.0,65.0,20.0,9.0,11.0,4.0,ORL,3,1,1,PHO,0.5476190476190477
0.365,0.257,1.0,6.0,41.0,16.0,23.0,14.0,3.0,POR,-15,1,0,PHO,0.5180722891566265
0.367,0.333,0.846,13.0,34.0,18.0,8.0,4.0,5.0,BOS,-16,1,0,PHO,0.6829268292682927
0.46,0.44,0.786,14.0,41.0,22.0,12.0,9.0,5.0,LAL,3,1,1,PHO,0.6463414634146342
0.457,0.388,0.647,17.0,53.0,31.0,19.0,11.0,3.0,SAC,11,0,1,PHO,0.2682926829268293
0.391,0.283,0.667,27.0,48.0,24.0,15.0,7.0,3.0,CHI,-2,1,0,PHO,0.3780487804878049
0.444,0.345,0.692,26.0,41.0,27.0,15.0,9.0,6.0,NOP,2,1,1,PHO,0.3170731707317073
0.456,0.39,0.885,26.0,40.0,24.0,8.0,5.0,5.0,CHO,12,1,1,PHO,0.5357142857142857
0.539,0.471,0.818,11.0,39.0,33.0,12.0,9.0,0.0,MIL,15,0,1,PHO,0.3902439024390244
0.523,0.406,0.818,22.0,40.0,21.0,14.0,9.0,7.0,IND,15,0,1,PHO,0.23170731707317074
0.475,0.429,0.7,30.0,34.0,20.0,12.0,5.0,6.0,TOR,-7,0,0,PHO,0.5609756097560976
0.446,0.325,0.862,29.0,35.0,26.0,10.0,7.0,6.0,BOS,-8,0,0,PHO,0.6829268292682927
0.381,0.351,0.739,23.0,40.0,25.0,14.0,13.0,2.0,MIN,-12,0,0,PHO,0.5975609756097561
0.418,0.306,0.765,17.0,47.0,27.0,11.0,9.0,3.0,SAS,-1,0,0,PHO,0.7560975609756098
0.449,0.385,0.556,18.0,38.0,27.0,10.0,7.0,4.0,MIL,-3,1,0,PHO,0.3902439024390244
0.517,0.45,1.0,10.0,43.0,24.0,19.0,12.0,6.0,TOR,22,1,1,PHO,0.5609756097560976
0.438,0.362,0.757,37.0,41.0,24.0,3.0,6.0,5.0,DEN,-2,1,0,PHO,0.6585365853658537
0.5,0.321,0.619,21.0,60.0,29.0,13.0,8.0,6.0,UTA,25,1,1,PHO,0.2682926829268293
0.505,0.378,0.5,8.0,47.0,39.0,11.0,13.0,5.0,MEM,26,0,1,PHO,0.3048780487804878
0.398,0.304,0.771,35.0,41.0,24.0,20.0,9.0,4.0,ORL,-4,0,0,PHO,0.5476190476190477
0.462,0.41,0.7,10.0,31.0,22.0,12.0,4.0,5.0,CHO,-20,0,0,PHO,0.5357142857142857
0.506,0.406,0.773,22.0,41.0,22.0,16.0,10.0,6.0,CHI,10,0,1,PHO,0.3780487804878049
0.427,0.226,0.872,39.0,34.0,15.0,19.0,10.0,7.0,HOU,-14,1,0,PHO,0.6341463414634146
0.462,0.4,0.824,17.0,46.0,20.0,10.0,5.0,8.0,DAL,5,1,1,PHO,0.3170731707317073
0.338,0.175,0.667,21.0,47.0,17.0,23.0,8.0,1.0,LAL,-28,0,0,PHO,0.6463414634146342
0.554,0.488,0.5,6.0,54.0,28.0,13.0,5.0,8.0,OKC,32,0,1,PHO,0.7804878048780488
0.494,0.36,0.719,32.0,38.0,20.0,14.0,12.0,6.0,POR,-4,1,0,PHO,0.5180722891566265
0.481,0.367,1.0,15.0,36.0,23.0,15.0,14.0,4.0,GSW,15,1,1,PHO,0.4523809523809524
0.4,0.31,0.829,35.0,39.0,25.0,16.0,10.0,3.0,MIN,-4,1,0,POR,0.5975609756097561
0.538,0.471,0.92,25.0,38.0,30.0,19.0,13.0,5.0,GSW,20,1,1,POR,0.4523809523809524
0.37,0.268,0.824,34.0,42.0,24.0,16.0,12.0,2.0,LAC,-7,0,0,POR,0.5060240963855421
0.456,0.326,0.933,15.0,49.0,24.0,19.0,12.0,9.0,LAL,14,0,1,POR,0.6463414634146342
0.479,0.382,0.852,27.0,39.0,34.0,18.0,14.0,5.0,UTA,2,0,1,POR,0.2682926829268293
0.418,0.282,0.71,31.0,43.0,26.0,13.0,11.0,5.0,DEN,2,1,1,POR,0.6585365853658537
0.494,0.225,0.733,30.0,38.0,23.0,18.0,13.0,3.0,LAL,-8,1,0,POR,0.6463414634146342
0.409,0.442,0.938,32.0,49.0,24.0,18.0,8.0,6.0,OKC,2,1,1,POR,0.7804878048780488
0.45,0.275,0.826,23.0,57.0,29.0,20.0,8.0,4.0,MIA,-5,0,0,POR,0.5180722891566265
0.444,0.361,0.731,26.0,38.0,22.0,10.0,5.0,3.0,ORL,-3,0,0,POR,0.5476190476190477
0.578,0.351,0.941,17.0,39.0,26.0,13.0,5.0,5.0,NOP,8,0,1,POR,0.3170731707317073
0.472,0.361,0.704,27.0,44.0,18.0,20.0,4.0,2.0,HOU,-24,0,0,POR,0.6341463414634146
0.407,0.298,0.844,32.0,53.0,26.0,12.0,8.0,5.0,DAL,-5,0,0,POR,0.3170731707317073
0.433,0.244,0.8,20.0,43.0,24.0,20.0,7.0,6.0,PHO,-17,1,0,POR,0.5476190476190477
0.411,0.286,0.656,32.0,64.0,27.0,16.0,10.0,5.0,CHI,-1,1,0,POR,0.3780487804878049
0.477,0.356,0.844,32.0,52.0,31.0,21.0,8.0,5.0,GSW,4,0,1,POR,0.4523809523809524
0.37,0.255,0.714,21.0,45.0,18.0,17.0,8.0,4.0,OKC,-27,0,0,POR,0.7804878048780488
0.456,0.419,0.758,33.0,48.0,24.0,16.0,8.0,8.0,MIL,12,0,1,POR,0.3902439024390244
0.425,0.25,0.633,30.0,48.0,21.0,18.0,3.0,9.0,SAS,-13,1,0,POR,0.7560975609756098
0.393,0.327,0.784,37.0,49.0,22.0,14.0,8.0,5.0,OKC,-8,1,0,POR,0.7804878048780488
0.494,0.375,0.656,32.0,39.0,23.0,15.0,7.0,7.0,TOR,-3,0,0,POR,0.5609756097560976
0.435,0.412,0.872,39.0,54.0,27.0,13.0,4.0,4.0,CLE,12,0,1,POR,0.6341463414634146
0.424,0.324,0.914,35.0,48.0,22.0,20.0,6.0,8.0,DET,-6,0,0,POR,0.7317073170731707
0.398,0.349,0.833,18.0,40.0,21.0,26.0,8.0,5.0,MEM,-23,0,0,POR,0.3048780487804878
0.441,0.292,0.727,22.0,41.0,27.0,15.0,5.0,7.0,NOP,-23,0,0,POR,0.3170731707317073
0.506,0.513,0.897,29.0,43.0,30.0,18.0,11.0,4.0,GSW,5,1,1,POR,0.4523809523809524
0.476,0.333,0.636,33.0,44.0,30.0,21.0,6.0,6.0,SAC,1,1,1,POR,0.2682926829268293
0.432,0.344,0.68,25.0,46.0,18.0,20.0,12.0,3.0,SAC,5,0,1,POR,0.2682926829268293
0.446,0.219,0.674,43.0,38.0,21.0,19.0,6.0,6.0,DET,-8,1,0,POR,0.7317073170731707
0.471,0.281,0.789,19.0,45.0,23.0,17.0,9.0,7.0,ORL,-4,1,0,POR,0.5476190476190477
0.45,0.41,0.682,22.0,43.0,23.0,15.0,6.0,2.0,LAC,-16,1,0,POR,0.5060240963855421
0.472,0.353,0.571,21.0,48.0,26.0,20.0,7.0,2.0,BOS,6,1,1,POR,0.6829268292682927
0.474,0.39,0.773,22.0,48.0,27.0,16.0,3.0,3.0,DAL,3,1,1,POR,0.3170731707317073
0.391,0.4,0.765,17.0,50.0,20.0,25.0,10.0,3.0,OKC,-29,0,0,POR,0.7804878048780488
0.446,0.34,0.8,30.0,46.0,27.0,9.0,6.0,7.0,NOP,13,0,1,POR,0.3170731707317073
0.44,0.422,0.593,27.0,51.0,24.0,11.0,3.0,4.0,SAS,5,0,1,POR,0.7560975609756098
0.527,0.396,0.952,21.0,45.0,32.0,14.0,9.0,4.0,UTA,20,1,1,POR,0.2682926829268293
0.434,0.3,0.76,25.0,38.0,21.0,14.0,7.0,3.0,HOU,1,1,1,POR,0.6341463414634146
0.416,0.364,0.913,23.0,43.0,26.0,13.0,9.0,3.0,HOU,6,1,1,POR,0.6341463414634146
0.476,0.308,0.88,25.0,39.0,24.0,15.0,9.0,6.0,NYK,-9,1,0,POR,0.6463414634146342
0.434,0.298,0.647,17.0,45.0,20.0,22.0,7.0,3.0,GSW,-22,0,0,POR,0.4523809523809524
0.453,0.304,0.708,24.0,54.0,23.0,15.0,13.0,5.0,ATL,16,1,1,POR,0.5609756097560976
0.523,0.381,0.765,34.0,42.0,24.0,15.0,9.0,5.0,LAL,16,1,1,POR,0.6463414634146342
0.482,0.25,0.879,33.0,43.0,18.0,15.0,7.0,4.0,SAC,7,0,1,POR,0.2682926829268293
0.5,0.4,0.846,13.0,50.0,26.0,20.0,10.0,5.0,MIA,17,1,1,POR,0.5180722891566265
0.398,0.289,0.7,10.0,45.0,22.0,15.0,7.0,3.0,TOR,-12,1,0,POR,0.5609756097560976
0.41,0.25,0.667,30.0,46.0,17.0,18.0,11.0,8.0,BOS,-8,0,0,POR,0.6829268292682927
0.385,0.368,0.565,23.0,69.0,19.0,20.0,10.0,5.0,WAS,-4,0,0,POR,0.2073170731707317
0.432,0.302,0.737,19.0,37.0,23.0,20.0,5.0,5.0,NYK,-30,0,0,POR,0.6463414634146342
0.449,0.318,0.75,12.0,47.0,24.0,23.0,7.0,5.0,CLE,-19,1,0,POR,0.6341463414634146
0.495,0.346,0.722,18.0,47.0,31.0,17.0,8.0,5.0,PHO,-5,1,0,POR,0.5476190476190477
0.544,0.405,0.952,21.0,46.0,31.0,18.0,9.0,7.0,MEM,20,1,1,POR,0.3048780487804878
0.484,0.412,0.643,14.0,48.0,30.0,17.0,7.0,3.0,MEM,7,1,1,POR,0.3048780487804878
0.485,0.407,0.76,25.0,51.0,36.0,18.0,8.0,7.0,PHI,17,1,1,POR,0.5542168674698795
0.426,0.356,0.813,16.0,50.0,23.0,26.0,4.0,4.0,MIN,-24,0,0,POR,0.5975609756097561
0.511,0.391,0.758,33.0,52.0,26.0,21.0,7.0,7.0,UTA,16,0,1,POR,0.2682926829268293
0.407,0.319,0.621,29.0,36.0,25.0,18.0,8.0,5.0,DEN,-54,1,0,POR,0.6585365853658537
0.469,0.27,0.545,11.0,47.0,23.0,21.0,10.0,11.0,PHO,15,0,1,POR,0.5476190476190477
0.472,0.4,0.767,30.0,44.0,27.0,16.0,10.0,4.0,MIN,-3,1,0,POR,0.5975609756097561
0.442,0.217,0.871,31.0,45.0,27.0,12.0,10.0,8.0,CHI,9,0,1,POR,0.3780487804878049
0.407,0.234,0.632,19.0,39.0,22.0,17.0,8.0,7.0,CHO,-16,0,0,POR,0.5357142857142857
0.402,0.351,0.692,26.0,38.0,23.0,17.0,5.0,6.0,ATL,-34,0,0,POR,0.5609756097560976
0.505,0.349,0.611,18.0,53.0,29.0,17.0,10.0,11.0,MEM,8,0,1,POR,0.3048780487804878
0.398,0.308,0.568,37.0,43.0,20.0,16.0,17.0,2.0,HOU,-7,0,0,POR,0.6341463414634146
0.505,0.366,0.815,27.0,53.0,29.0,14.0,5.0,8.0,IND,20,1,1,POR,0.23170731707317074
0.422,0.381,0.833,18.0,42.0,23.0,18.0,6.0,8.0,CHO,-2,1,0,POR,0.5357142857142857
0.517,0.37,0.938,16.0,49.0,34.0,24.0,16.0,12.0,UTA,10,1,1,POR,0.2682926829268293
0.391,0.321,0.667,21.0,49.0,26.0,19.0,6.0,9.0,PHI,-6,0,0,POR,0.5542168674698795
0.513,0.423,0.724,29.0,44.0,30.0,19.0,7.0,3.0,BRK,19,0,1,POR,0.24390243902439024
0.446,0.348,0.808,26.0,52.0,32.0,13.0,5.0,7.0,IND,8,0,1,POR,0.23170731707317074
0.424,0.243,0.875,24.0,51.0,25.0,17.0,8.0,6.0,MIN,4,0,1,POR,0.5975609756097561
0.433,0.32,0.75,16.0,45.0,31.0,11.0,5.0,0.0,DEN,-16,0,0,POR,0.6585365853658537
0.55,0.474,0.7,40.0,45.0,28.0,24.0,10.0,8.0,BRK,35,1,1,POR,0.24390243902439024
0.525,0.463,0.818,33.0,54.0,30.0,21.0,11.0,11.0,MIL,31,1,1,POR,0.3902439024390244
0.392,0.267,0.697,33.0,48.0,16.0,25.0,8.0,7.0,DAL,-7,1,0,POR,0.3170731707317073
0.512,0.333,0.719,32.0,49.0,24.0,14.0,8.0,10.0,WAS,35,1,1,POR,0.2073170731707317
0.451,0.333,0.944,18.0,48.0,22.0,17.0,8.0,4.0,LAC,10,0,1,POR,0.5060240963855421
0.457,0.392,0.778,18.0,45.0,27.0,16.0,11.0,7.0,NOP,12,1,1,POR,0.3170731707317073
0.472,0.481,0.821,28.0,39.0,29.0,18.0,8.0,5.0,DEN,-5,0,0,POR,0.6585365853658537
0.452,0.324,0.5,10.0,43.0,26.0,16.0,9.0,5.0,SAS,-11,0,0,POR,0.7560975609756098
0.446,0.308,0.857,35.0,46.0,23.0,15.0,12.0,7.0,LAC,19,1,1,POR,0.5060240963855421
0.465,0.348,0.8,15.0,46.0,28.0,12.0,9.0,3.0,SAC,12,1,1,POR,0.2682926829268293
0.455,0.362,0.739,23.0,42.0,27.0,15.0,9.0,10.0,PHO,4,0,1,POR,0.5476190476190477
0.5,0.375,0.565,23.0,37.0,24.0,13.0,10.0,10.0,PHO,-4,0,0,SAC,0.5476190476190477
0.482,0.438,0.733,15.0,33.0,23.0,13.0,10.0,4.0,UTA,1,1,1,SAC,0.2682926829268293
0.446,0.419,0.667,18.0,40.0,27.0,16.0,13.0,4.0,LAL,-7,1,0,SAC,0.6463414634146342
0.424,0.345,0.905,21.0,46.0,21.0,17.0,11.0,3.0,OKC,-6,0,0,SAC,0.7804878048780488
0.524,0.25,0.769,26.0,31.0,28.0,10.0,10.0,2.0,CHI,-13,0,0,SAC,0.3780487804878049
0.517,0.357,0.875,40.0,38.0,30.0,10.0,8.0,1.0,MIL,2,0,1,SAC,0.3902439024390244
0.522,0.333,0.84,25.0,47.0,27.0,15.0,5.0,1.0,DEN,-6,0,0,SAC,0.6585365853658537
0.494,0.478,0.848,33.0,47.0,27.0,16.0,7.0,5.0,GSW,5,1,1,SAC,0.4523809523809524
0.413,0.375,0.667,15.0,38.0,27.0,17.0,6.0,3.0,OKC,-31,1,0,SAC,0.7804878048780488
0.444,0.448,0.774,31.0,43.0,25.0,18.0,8.0,3.0,MIN,-27,1,0,SAC,0.5975609756097561
0.482,0.303,0.696,23.0,35.0,31.0,10.0,4.0,3.0,DEN,-14,1,0,SAC,0.6585365853658537
0.391,0.359,0.778,18.0,35.0,22.0,20.0,7.0,1.0,ATL,-33,1,0,SAC,0.5609756097560976
0.441,0.364,0.593,27.0,44.0,32.0,15.0,12.0,4.0,MIN,-14,0,0,SAC,0.5975609756097561
0.471,0.364,0.727,22.0,37.0,25.0,12.0,10.0,3.0,SAS,-13,0,0,SAC,0.7560975609756098
0.442,0.286,0.652,23.0,45.0,21.0,18.0,12.0,0.0,OKC,-14,0,0,SAC,0.7804878048780488
0.463,0.333,0.733,15.0,32.0,24.0,17.0,5.0,5.0,MEM,-41,0,0,SAC,0.3048780487804878
0.527,0.333,0.957,23.0,37.0,32.0,7.0,8.0,3.0,DEN,5,0,1,SAC,0.6585365853658537
0.433,0.269,0.929,28.0,49.0,27.0,12.0,9.0,3.0,MIN,5,1,1,SAC,0.5975609756097561
0.465,0.353,0.8,10.0,41.0,20.0,19.0,9.0,6.0,PHO,-12,1,0,SAC,0.5476190476190477
0.448,0.345,0.719,32.0,44.0,27.0,9.0,9.0,5.0,UTA,-9,0,0,SAC,0.2682926829268293
0.457,0.296,0.591,22.0,34.0,25.0,8.0,14.0,7.0,MEM,-8,1,0,SAC,0.3048780487804878
0.412,0.294,0.5,10.0,32.0,21.0,13.0,10.0,7.0,HOU,-26,0,0,SAC,0.6341463414634146
0.527,0.424,0.714,21.0,45.0,24.0,11.0,11.0,5.0,MIA,16,0,1,SAC,0.5180722891566265
